SPECIES_CODE,COMMON_NAME,REGION,REASON,PRIORITY,RESIDENT,LAND,WEEKLY_STATUS,SEASONAL_STATUS,REVIEWER,LAST_REVIEWER,ANIMATION_QUALITY,NONBREEDING_START,NONBREEDING_CORE_START,NONBREEDING_CORE_END,NONBREEDING_END,PREBREEDING_MIGRATION_START,PREBREEDING_MIGRATION_END,BREEDING_START,BREEDING_CORE_START,BREEDING_CORE_END,BREEDING_END,POSTBREEDING_MIGRATION_START,POSTBREEDING_MIGRATION_END,RESIDENT_START,RESIDENT_CORE_START,RESIDENT_CORE_END,RESIDENT_END,NONBREEDING_QUALITY,PREBREEDING_MIGRATION_QUALITY,BREEDING_QUALITY,POSTBREEDING_MIGRATION_QUALITY,all_seasons_pass,NONBREEDING_RANGE_MODELED,PREBREEDING_MIGRATION_RANGE_MODELED,BREEDING_RANGE_MODELED,POSTBREEDING_MIGRATION_RANGE_MODELED,FULL_YEAR_QUALITY,SENSITIVE,FORCE_GLOBAL_PROJ,RAN_AS_RESIDENT,CUSTOM_ES,CUSTOM_PAT,notes
unibla2,Unicolored Blackbird,,Southern Cone 3,7,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,NG,,0,,,,,,,,,,,,,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,Missing an entire population near the mouth of the Amazon River and also parts of central Argentina.
unicra1,Uniform Crake,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,1,1,1,1,,TRUE,TRUE,TRUE,TRUE,1,,,,,,"Too far north in Mexico and missing some Brazilian pops, but we're honest and this seems like a knowledge improvement"
unijay1,Unicolored Jay,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,,"Too much extrap in Oaxaca, Guate, and Honduras"
uplgoo1,Upland Goose,,Southern Cone,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uplsan,Upland Sandpiper,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,11-02,11-09,03-01,03-01,03-08,05-24,05-31,05-31,06-21,06-28,07-06,10-26,,,,,3,3,3,2,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,post-breeding shows up way too strongly on Pacific coast of Mexico (Nayarit-Sinaloa); otherwise really good
uraowl1,Ural Owl,,Europe,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,,Too much weird extrapolation and absence
uswowl1,Unspotted Saw-whet Owl,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,0.14,"Missing Honduran birds, but otherwise gets the core spots"
varant1,Variable Antshrike,,Southern Cone,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,"Noisy on n. Brazil edge and a little sparse on far e. Brazil birds, but an improvement over BOW"
varbun,Varied Bunting,Central America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,0,12-28,11-30,03-15,03-15,03-22,05-24,06-14,06-14,07-13,07-13,07-27,11-23,,,,,2,2,0,0,FALSE,TRUE,TRUE,TRUE,TRUE,2,,,,,,Just can't keep it off of Baja.
varoys1,Variable Oystercatcher,,New Zealand,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Excellent
varsee3,Variable Seedeater,,North America,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,0.95,,Too far N in Mex and wrong slope in EC
varsol1,Varied Solitaire,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,,Way overpredicted
varthr,Varied Thrush,North America,Nat Geo West,2,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,12-21,12-28,02-08,02-15,02-22,05-24,05-31,06-07,07-06,08-24,08-31,12-14,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
vartit3,Chestnut-bellied Tit,,Taiwan,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,"Looks pretty good, maybe a tiny bit underextrapolated but probably ok for what is apparently a species with spotty occurrence."
vauswi,Vaux's Swift,North America,Nat Geo West,2,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,11-09,11-23,01-25,03-22,03-29,06-07,06-14,06-21,08-03,08-03,08-10,11-02,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
veery,Veery,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,3,12-07,,,03-29,04-05,05-31,06-07,06-14,07-27,08-03,08-10,11-23,,,,,1,3,3,3,TRUE,FALSE,TRUE,TRUE,TRUE,3,,,,,,good except for nonbreeding
vefnut1,Velvet-fronted Nuthatch,,India 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Himalayas and India range look perfect. NW Cambodia underestimated. N Sumatra range not mapped. Rest looks great.
vehpar1,Vernal Hanging-Parrot,,India,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Range extends to Bombay and then around Pune, so overall very underextrapolated on the western coast in W Maharashtra, W Karnataka. Range in C Nepal missing/not mapped. Range extreme NE India in E Assam & E Arunachal missing. NW Thailand slightly underestimated. Scattered records in SE China and N Vietnam not mapped (as per eBird map)."
ventro1,Venezuelan Troupial,,North America 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,0.14,"Venezuela a little messy, otherwise good."
verdin,Verdin,North America,Nat Geo East,1,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,0,,,,,,,,,,,,,,01-11,03-15,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,
vereag1,Verreaux's Eagle,,Request,4,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Missing Chad pop and noisy on Arabian peninsula. Otherwise good.
verfly,Vermilion Flycatcher,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,LDS,3,11-09,11-30,02-01,02-15,02-22,06-07,06-14,06-14,08-10,08-17,08-24,11-02,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
verfly4,Verditer Flycatcher,,India 2,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verhum1,Vervain Hummingbird,,North America 3,7,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Excellent
verman1,Veraguan Mango,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,0.14,"Maybe a touch tight and restrictive, but not too bad"
vesspa,Vesper Sparrow,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,12-14,12-14,02-08,02-08,02-15,05-17,05-24,06-07,07-20,07-27,08-03,12-07,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
vibhum1,Violet-bellied Hummingbird,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,1,1,1,1,,TRUE,TRUE,TRUE,TRUE,1,,,,,0.14,"A touch tight in the north, but overall pattern is good. Sprinkle too far east in Colombia"
vichum,Violet-crowned Hummingbird,Central America,Nat Geo West,2,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,10-19,11-23,02-01,02-08,,,04-05,04-12,08-17,08-17,,,,,,,3,0,3,0,FALSE,TRUE,TRUE,TRUE,TRUE,3,,,,,,Maybe try as resident next year
vichum1,Violet-capped Hummingbird,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,,Not getting Darien pop and overextrap others.
vigswa,Violet-green Swallow,North America,Nat Geo West,2,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,LDS,3,11-23,12-14,01-18,01-18,01-25,05-10,05-17,05-24,06-28,07-13,07-20,11-16,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
vihhum1,Violet-headed Hummingbird,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,1,,,,0.85,0.14,Way too sparse in Ecuador and Peru
vinros3,Taiwan Rosefinch,,Taiwan,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Not quite sure whether to rate this a 2 or 3 but seems just a bit too spotty/underpredicted.
viosab1,Violet Sabrewing,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Excellent
viqdov1,Violaceous Quail-Dove,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,,Too messy
virrai,Virginia Rail,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,LDS,2,11-30,12-07,02-08,02-22,03-01,05-24,05-31,06-07,07-06,08-03,08-10,11-23,,,,,3,3,2,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
virwar,Virginia's Warbler,North America,Nat Geo West,2,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,10-26,11-09,03-08,03-08,03-15,05-24,05-31,05-31,07-27,07-27,08-03,10-19,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
vitpar1,Vinous-throated Parrotbill,,Taiwan,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Core range mostly good, maybe too sparse on Taiwan, western edge of range underpredicted a bit, northeast edge of range cuts off too abruptly."
vitwar1,Vitelline Warbler,Caribbean,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,,,,,,,,,,,,,,,,,2,2,2,2,,FALSE,FALSE,FALSE,FALSE,2,,,,,,Some day we'll get the Swan Island birds.
vivnil1,Vivid Niltava,,Taiwan,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volhum1,Volcano Hummingbird,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Excellent
voljun1,Volcano Junco,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,0.14,"A little tight and sparse, but not far off"
waldra1,Northern Bald Ibis,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wallcr1,Wallcreeper,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wantat1,Wandering Tattler,North America,Nat Geo West,2,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,2,10-12,11-30,03-15,04-12,04-19,06-07,06-14,06-14,06-21,06-21,06-28,10-05,,,,,3,2,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,The coverage of pacific islands is not quite complete enough for this to be a 3 during the three non-breeding seasons.
warvir,Warbling Vireo,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,11-30,12-07,01-18,02-22,03-01,06-21,06-28,06-28,07-13,07-13,07-20,11-23,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
warwhe1,Warbling White-eye,,North America 3,7,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,1,11-30,,,03-15,,,03-22,,,11-23,,,,,,,1,0,1,0,,TRUE,TRUE,TRUE,TRUE,1,,,,,,"Sparse on Sumatra, Java and South Korea"
watjac1,Wattled Jacana,,Southern Cone,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Excellent
watkne1,Water Thick-knee,,Request,4,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,,Too sparse
watpip1,Water Pipit,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
watrai1,Water Rail,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wbbrob1,White-browed Bush-Robin,,Taiwan,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Almost all of map excellent, but missing extension into Uttarakhand, India, and small finger of range into N Vietnam."
wbgtyr1,White-browed Ground-Tyrant,South America,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,1,06-21,,,09-21,09-28,11-09,11-16,11-16,03-08,04-05,,,,,,,2,2,3,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,,,,,,"Still missing pre-breeding migration, otherwise, great."
wbmgem1,White-bellied Mountain-gem,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,0.14,Looks pretty good
wbseag1,White-bellied Sea-Eagle,,India 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Southern part of range good, but underextrapolated in India, especially eastern coast, missing entire portions of range in the north, especially in China and most of the Philippines, Vietnam, Myanmar, etc."
wbswea1,White-browed Sparrow-Weaver,Africa,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Similar to last year
wbwwre1,White-breasted Wood-Wren,,North America,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Not quite extensive enough in Amazon
webwar1,Western Bonelli's Warbler,Europe,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,12-07,,,02-01,02-08,05-10,05-17,05-24,07-06,07-06,07-13,11-30,,,,,1,1,2,1,TRUE,FALSE,TRUE,TRUE,TRUE,2,,,,,,
webwoo1,Wedge-billed Woodcreeper,,North America 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,0.14,Overall looks good.
weclew1,Western Crowned Warbler,India,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,12-14,,,02-15,03-08,04-12,04-26,,,06-14,,,,,,,2,1,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,1,,,,,,Post-breeding migration too noisy to keep animation. Non-breeding solid. Breeding has a ton of noise this year.
wegspa1,White-eared Ground-Sparrow,Central America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,,Overextrapolated in w. Honduras
weiwoo1,West Indian Woodpecker,,North America 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Missing a couple smaller islands
weka1,Weka,,Request,4,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Reasonable. Light bits of extrapolation.
welswa1,Welcome Swallow,,New Zealand,6,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,3,12-28,,,02-08,02-15,04-26,05-03,,,08-03,08-10,12-21,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,Very cool to see migration timing match known info.
wemcha1,West Mexican Chachalaca,,North America 3,7,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,0.95,,Too far north in Nayarit
wemhar1,Eurasian Marsh-Harrier,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weowar1,Western Olivaceous Warbler,,Europe,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weowar2,Western Orphean Warbler,Europe,Existing,3,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,MTA,0,11-02,,,01-04,02-15,05-03,05-10,,,07-20,07-27,10-26,,,,,1,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,,,,,,"Giving this a shot, I think it's cleaned up a good bit."
wepdov1,West Peruvian Dove,South America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Adding a bit more in Argentina this year
werher,Western Reef-Heron,,India 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,1,1,1,1,,FALSE,FALSE,FALSE,FALSE,1,,,,,,"What range it does show look accurate, but missing almost all of range in east Africa, as well as portions of the eastern coast of India and Sri Lanka. Range in the Middle East also looks a bit understated."
wesant1,Black-crowned Antshrike,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,0.95,,Looks good
wesblu,Western Bluebird,North America,Nat Geo West,2,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,2,12-14,12-28,01-25,02-08,02-15,04-05,04-26,05-10,06-21,09-14,10-12,12-07,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,"animation quality in Mexico is pretty bad, maybe even fail; seasons I think are okay as 3s but there is some roughness in Sonora and Chihuahua"
wescap1,Western Capercaillie,,Europe,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,0,,,,,,Missing most of range in Russia and lots of weird extrap in Europe
wesgre,Western Grebe,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,01-04,01-04,02-08,02-15,02-22,06-07,06-14,06-14,07-27,08-03,08-10,12-21,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
wesgul,Western Gull,North America,Nat Geo West,2,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,0,,,,,,,,,,,,,,05-24,06-28,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,One we should think about running over water next year.
weskin,Western Kingbird,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,11-16,01-11,02-22,02-22,03-01,05-31,06-07,06-07,07-13,07-20,07-27,11-09,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
wesmea,Western Meadowlark,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,LDS,3,12-07,01-04,02-01,02-08,02-15,05-03,05-10,05-10,07-13,08-24,08-31,11-30,,,,,3,3,2,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,a bit of animation jumpiness (MX); seasons great
wesowl1,Western Screech-Owl,North America,Nat Geo West,2,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,LDS,0,,,,,,,,,,,,,,01-18,03-15,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,0.05,
wessan,Western Sandpiper,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,11-23,12-14,02-15,03-01,03-22,05-31,06-07,06-07,06-21,06-21,06-28,11-16,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
wesspi,Western Spindalis,,North America 3,7,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,0.14,Missing a bunch of smaller islands
westan,Western Tanager,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,ALL3s,3,11-16,01-04,02-15,03-29,04-05,06-07,06-14,06-21,07-13,07-13,07-20,11-09,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
wetsab1,Wedge-tailed Sabrewing,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,1,1,1,1,,TRUE,TRUE,TRUE,TRUE,1,,,,,,"Overextrap in Honduras, under in the Isthmus, otherwise great"
wetshe,Wedge-tailed Shearwater,,Request,4,FALSE,WATER,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,We're not doing this one. I should have removed it from the Nat Geo request.
wewpew,Western Wood-Pewee,North America,Nat Geo East,1,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,LDS,3,12-28,12-28,02-15,03-01,03-08,06-28,07-06,07-06,07-27,07-27,08-03,12-21,,,,,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,3,,,,,,
wfqdov1,White-faced Quail-Dove,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,1,1,1,1,,TRUE,TRUE,TRUE,TRUE,1,,,,,,Missing El Salvador and overpredicted between Oaxaca and Guerrero
wfspet,White-faced Storm-Petrel,,Central America,5,FALSE,WATER,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,"Argh, I missed this one, we shouldn't have run it."
wfwduc1,White-faced Whistling-Duck,South America,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,LDS,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,not quite complete in Africa
whbant1,White-bellied Antbird,,North America 3,7,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Too noisy on the whole, lots of extrap and missing spots"
whbbla2,White-browed Meadowlark,,Southern Cone 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,Noisy on n edge in Brazil and a bit tight on SW edge
whbbul2,White-browed Bulbul,,India,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Fairly good, but generally underextrapolated, shouldn't show no presence at all in the Western Ghats where it occurs if somewhat more sparsely. Also a bit underextrapolated at the northern edge of range."
whbcha1,White-bellied Chachalaca,,Central America,5,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,0.95,,"Just a few pixels inland, otherwise great"
whbdro1,White-bellied Drongo,,India,6,FALSE,LAND,UNREVIEWED,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whbduc1,White-backed Duck,,Request,4,FALSE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,,,,,,"Looks like it could have some movement, but is too noisy. Probably better to try as resident."
whbeme1,White-bellied Emerald,,North America,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,MTA,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,0.14,A little too restrictive in Honduras and Nicaragua
whbfan2,White-browed Fantail,,India 2,6,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,PS,,0,,,,,,,,,,,,,,,,,2,2,2,2,,TRUE,TRUE,TRUE,TRUE,2,,,,,,"Indian range mostly good, though a bit underextrapolated in Uttar Pradesh. Conversely a bit overextrapolated in eastern Sri Lanka. Myanmar looks weird and not well mapped."
whbful1,White-browed Fulvetta,India,Existing,3,TRUE,LAND,LOOKS GOOD,LOOKS GOOD,ALL3s,LDS,0,,,,,,,,,,,,,,,,,3,3,3,3,,TRUE,TRUE,TRUE,TRUE,3,,,,,,
